DATE,STATION,LATITUDE,LONGITUDE,ELEVATION,TEMP,DEWP,SLP,STP,WDSP,MXSPD,MAX,MIN,PRCP,FRSHTT,RANGE,location,country
2001-04-17,71784100000.0,49.35,-123.2,168.0,49.5,42.6,1013.2,991.8,3.6,7.0,61.9,42.3,0.0,0.0,19.6,WEST VANCOUVER AUT,CA
2001-04-18,71784100000.0,49.35,-123.2,168.0,46.1,41.9,1018.5,996.9,3.4,8.9,56.7,39.9,0.5,0.0,16.800000000000004,WEST VANCOUVER AUT,CA
2001-04-19,71784100000.0,49.35,-123.2,168.0,45.8,39.1,1015.6,994.1,2.6,5.8,57.2,39.2,0.04,0.0,18.0,WEST VANCOUVER AUT,CA
2001-04-20,71784100000.0,49.35,-123.2,168.0,48.1,38.9,1012.6,991.2,2.0,4.1,62.6,37.4,0.0,0.0,25.200000000000003,WEST VANCOUVER AUT,CA
2001-04-21,71784100000.0,49.35,-123.2,168.0,52.0,38.6,1015.6,994.2,2.6,9.9,66.0,37.2,0.0,0.0,28.8,WEST VANCOUVER AUT,CA
2001-04-22,71784100000.0,49.35,-123.2,168.0,47.3,39.6,1020.9,999.3,3.5,5.8,62.1,40.6,0.0,0.0,21.5,WEST VANCOUVER AUT,CA
2001-04-23,71784100000.0,49.35,-123.2,168.0,44.2,42.9,1024.0,2.2,4.5,7.0,49.6,41.9,1.21,0.0,7.700000000000003,WEST VANCOUVER AUT,CA
2001-04-24,71784100000.0,49.35,-123.2,168.0,50.4,47.6,1026.2,4.5,4.4,7.0,53.6,48.2,0.2,0.0,5.399999999999999,WEST VANCOUVER AUT,CA
2001-04-25,71784100000.0,49.35,-123.2,168.0,54.6,50.5,1023.2,1.6,2.1,2.9,68.0,47.7,0.06,0.0,20.3,WEST VANCOUVER AUT,CA
2001-04-26,71784100000.0,49.35,-123.2,168.0,57.4,49.3,1015.5,994.1,2.3,5.8,68.2,46.8,0.0,0.0,21.40000000000001,WEST VANCOUVER AUT,CA
2001-04-27,71784100000.0,49.35,-123.2,168.0,54.0,48.2,1014.5,993.2,3.3,6.0,67.8,48.6,0.0,0.0,19.2,WEST VANCOUVER AUT,CA
2001-04-28,71784100000.0,49.35,-123.2,168.0,49.2,45.5,1010.1,988.8,2.0,4.9,57.2,43.2,0.02,0.0,14.0,WEST VANCOUVER AUT,CA
2001-04-29,71784100000.0,49.35,-123.2,168.0,44.7,40.3,1012.4,990.9,4.5,8.9,57.9,39.2,0.5,0.0,18.7,WEST VANCOUVER AUT,CA
2001-04-30,71784100000.0,49.35,-123.2,168.0,45.8,41.7,1012.1,990.6,3.4,7.0,57.2,42.8,1.0,0.0,14.400000000000006,WEST VANCOUVER AUT,CA
2001-05-01,71784100000.0,49.35,-123.2,168.0,45.9,40.0,1018.5,996.8,1.7,3.9,57.2,40.5,0.0,0.0,16.700000000000003,WEST VANCOUVER AUT,CA
2001-05-02,71784100000.0,49.35,-123.2,168.0,44.7,39.9,1030.6,8.7,2.3,4.9,57.9,36.1,0.33,0.0,21.8,WEST VANCOUVER AUT,CA
2001-05-03,71784100000.0,49.35,-123.2,168.0,47.8,39.1,1032.6,10.8,2.4,5.8,57.4,36.1,0.0,0.0,21.3,WEST VANCOUVER AUT,CA
2001-05-04,71784100000.0,49.35,-123.2,168.0,46.7,41.8,1023.5,1.8,2.5,8.0,52.7,40.5,0.02,0.0,12.200000000000005,WEST VANCOUVER AUT,CA
2001-05-05,71784100000.0,49.35,-123.2,168.0,46.2,40.0,1017.2,995.6,3.4,7.0,55.4,39.2,0.76,0.0,16.199999999999996,WEST VANCOUVER AUT,CA
2001-05-06,71784100000.0,49.35,-123.2,168.0,46.4,37.3,1026.2,4.5,2.4,4.9,55.9,38.3,0.0,0.0,17.6,WEST VANCOUVER AUT,CA
2001-05-07,71784100000.0,49.35,-123.2,168.0,51.8,39.4,1025.7,4.0,1.1,2.9,60.8,44.6,0.0,0.0,16.199999999999996,WEST VANCOUVER AUT,CA
2001-05-08,71784100000.0,49.35,-123.2,168.0,52.1,44.2,1024.7,3.1,1.7,3.9,61.7,44.2,0.02,0.0,17.5,WEST VANCOUVER AUT,CA
2001-05-09,71784100000.0,49.35,-123.2,168.0,48.1,37.8,1023.4,1.7,2.1,4.9,59.0,39.2,0.0,0.0,19.8,WEST VANCOUVER AUT,CA
2001-05-10,71784100000.0,49.35,-123.2,168.0,49.0,36.5,1022.9,1.3,3.5,8.0,60.8,40.1,0.0,0.0,20.7,WEST VANCOUVER AUT,CA
2001-05-11,71784100000.0,49.35,-123.2,168.0,53.6,38.6,1020.7,999.2,1.3,3.9,62.6,39.7,0.0,0.0,22.9,WEST VANCOUVER AUT,CA
2001-05-12,71784100000.0,49.35,-123.2,168.0,57.2,43.6,1011.7,990.4,1.4,2.9,66.2,49.1,0.0,0.0,17.1,WEST VANCOUVER AUT,CA
2001-05-13,71784100000.0,49.35,-123.2,168.0,54.2,46.3,1014.7,993.4,1.8,3.9,65.8,46.0,0.01,0.0,19.8,WEST VANCOUVER AUT,CA
2001-05-14,71784100000.0,49.35,-123.2,168.0,50.0,46.7,1011.8,990.5,4.0,7.0,60.4,45.9,0.0,0.0,14.5,WEST VANCOUVER AUT,CA
2001-05-15,71784100000.0,49.35,-123.2,168.0,47.9,44.7,1011.8,990.5,3.5,5.8,55.4,44.2,2.02,0.0,11.199999999999996,WEST VANCOUVER AUT,CA
2001-05-16,71784100000.0,49.35,-123.2,168.0,48.9,43.2,1012.9,991.4,3.2,8.9,57.4,41.7,0.87,0.0,15.699999999999996,WEST VANCOUVER AUT,CA
2001-05-17,71784100000.0,49.35,-123.2,168.0,48.3,40.4,1022.5,0.9,2.4,4.9,58.8,41.7,0.0,0.0,17.099999999999994,WEST VANCOUVER AUT,CA
2001-05-18,71784100000.0,49.35,-123.2,168.0,51.2,43.5,1023.4,1.7,1.9,2.9,60.8,45.9,0.0,0.0,14.9,WEST VANCOUVER AUT,CA
2001-05-19,71784100000.0,49.35,-123.2,168.0,52.1,41.6,1024.0,2.4,3.0,4.9,61.0,45.3,0.0,0.0,15.700000000000005,WEST VANCOUVER AUT,CA
2001-05-20,71784100000.0,49.35,-123.2,168.0,51.6,38.2,1027.7,6.0,2.7,5.8,63.7,40.5,0.0,0.0,23.200000000000003,WEST VANCOUVER AUT,CA
2001-05-21,71784100000.0,49.35,-123.2,168.0,55.1,40.8,1029.0,7.3,1.6,2.9,64.4,46.4,0.0,0.0,18.000000000000007,WEST VANCOUVER AUT,CA
2001-05-22,71784100000.0,49.35,-123.2,168.0,62.3,48.0,1020.2,998.8,1.6,4.1,78.8,51.8,0.0,0.0,27.0,WEST VANCOUVER AUT,CA
2001-05-23,71784100000.0,49.35,-123.2,168.0,66.8,52.8,1014.9,993.8,1.4,1.9,81.5,51.6,0.0,0.0,29.9,WEST VANCOUVER AUT,CA
2001-05-24,71784100000.0,49.35,-123.2,168.0,60.9,52.4,1018.0,996.8,1.3,2.9,76.6,51.6,0.0,0.0,24.999999999999996,WEST VANCOUVER AUT,CA
2001-05-25,71784100000.0,49.35,-123.2,168.0,58.4,50.2,1021.6,0.2,1.4,2.9,68.0,50.0,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2001-05-26,71784100000.0,49.35,-123.2,168.0,60.1,49.5,1016.5,995.3,1.3,3.9,69.6,49.8,0.0,0.0,19.8,WEST VANCOUVER AUT,CA
2001-05-27,71784100000.0,49.35,-123.2,168.0,59.0,49.3,1009.1,988.0,1.4,2.9,69.1,50.9,0.0,0.0,18.2,WEST VANCOUVER AUT,CA
2001-05-28,71784100000.0,49.35,-123.2,168.0,52.1,46.5,1009.2,987.9,3.5,5.8,62.6,44.2,0.0,0.0,18.4,WEST VANCOUVER AUT,CA
2001-05-29,71784100000.0,49.35,-123.2,168.0,50.9,39.6,1021.6,987.9,1.7,2.9,60.8,44.2,0.04,0.0,16.599999999999994,WEST VANCOUVER AUT,CA
2001-05-30,71784100000.0,49.35,-123.2,168.0,50.6,40.8,1028.8,7.1,2.2,3.9,60.8,43.3,0.0,0.0,17.5,WEST VANCOUVER AUT,CA
2001-05-31,71784100000.0,49.35,-123.2,168.0,57.4,48.9,1026.6,5.0,1.7,4.9,73.4,47.7,0.0,0.0,25.700000000000003,WEST VANCOUVER AUT,CA
2001-06-01,71784100000.0,49.35,-123.2,168.0,58.8,52.3,1009.8,988.7,2.0,4.9,77.0,47.3,0.0,0.0,29.700000000000003,WEST VANCOUVER AUT,CA
